"FACILITY_ID","POINT_ID","AIRPORT_CODE","AIRPORT_CODE2","AMTRAK_STATION_CODE","FERRY_TERMINAL_CODE","RAIL_ID","BIKE_ID","DATE_UPDATED","ADDRESS","CITY","STATE","ZIPCODE","METRO_AREA","FACILITY_NAME","LONGITUDE","LATITUDE","POINT_LON","POINT_LAT","FACILITY_TYPE","FERRY_TRANSIT","FERRY_INTERCITY","BUS_TRANSIT","BUS_INTERCITY","BUS_CODE_SHARE","BUS_SUPPLEMENTAL","RAIL_INTERCITY","RAIL_COMMUTER","RAIL_HEAVY","RAIL_LIGHT","AIR_SERVICE","BIKE_SHARE","BIKE_SYSTEM_ID","BIKE_SYSTEM","WEBSITE","NOTES","DATA_SOURCE","INTERCITY_SERVICE","TRANSIT_SERVICE","CBSA_CODE","CBSA_TYPE","MODES_SERVING","MODE_BUS","MODE_AIR","MODE_RAIL","MODE_FERRY","MODE_BIKE",
"TX7870210",8726,"","","",,"","",2016-05-30,"412 Comal Street","Austin","TX","78702","Austin-Round Rock TX","Plaza Saltillo",-97.727274,30.261924,-97.727352,30.262047,11,3,3,1,0,3,3,0,1,3,3,0,1,0,"","www.capmetro.org/rail-stations/","","www.capmetro.org/rail-stations/",0,1,12420,1,3,1,0,1,0,1,
"TX7870211",8976,"","","",,"","",2016-05-30,"1719 Alexander Blvd","Austin","TX","78702","Austin-Round Rock TX","MLK Jr",-97.709421,30.279931,-97.709421,30.279931,11,3,3,1,0,3,3,0,1,3,3,0,0,0,"","www.capmetro.org/rail-stations/","","www.capmetro.org/rail-stations/",0,1,12420,1,2,1,0,1,0,0,
"TX7870212",10010,"","","",,"","bcycle_austin_3292",2016-08-17,"1819 East 4th St.","Austin","TX","78702","Austin-Round Rock TX","East 4th & Chicon",-97.723080,30.259680,-97.723080,30.259680,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870213",10011,"","","",,"","bcycle_austin_3293",2016-08-17,"2414 E 2nd St","Austin","TX","78702","Austin-Round Rock TX","East 2nd & Pedernales",-97.716650,30.255420,-97.716650,30.255420,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870214",10014,"","","",,"","bcycle_austin_3381",2016-08-17,"2772 E 7th","Austin","TX","78702","Austin-Round Rock TX","East 7th & Pleasant Valley",-97.710020,30.260250,-97.710020,30.260250,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870301",6209,"","","AUS",,"","",2016-05-30,"250 N Lamar Blvd","Austin","TX","78703","Austin-Round Rock TX","Amtrak Station",-97.755570,30.269090,-97.755570,30.269090,10,3,3,1,0,3,3,1,0,3,3,0,0,0,"","www.texaseagle.com/stations/AUS.htm","Served by Amtrak; Capital Metro","www.amtrak.com; www.capmetro.org",1,1,12420,1,2,1,0,1,0,0,
"TX7870302",8951,"","","",,"","bcycle_austin_2501",2016-07-05,"5th & Bowie","Austin","TX","78703","Austin-Round Rock TX","5th & Bowie",-97.753320,30.269600,-97.753320,30.269600,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870303",8952,"","","",,"","bcycle_austin_2552",2016-07-05,"652 W. 3rd St","Austin","TX","78703","Austin-Round Rock TX","3rd & West",-97.751890,30.267800,-97.751890,30.267800,12,3,3,2,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,12420,1,1,0,0,0,0,1,
"TX7870304",8953,"","","",,"","bcycle_austin_2566",2016-07-05,"700 block of W 2nd Street","Austin","TX","78703","Austin-Round Rock TX","Pfluger Bridge @ W 2nd Street",-97.754840,30.267170,-97.754840,30.267170,12,3,3,2,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,12420,1,1,0,0,0,0,1,
"TX7870305",10013,"","","",,"","bcycle_austin_3377",2016-08-17,"2105 Veterans Dr.","Austin","TX","78703","Austin-Round Rock TX","MoPac Pedestrian Bridge @ Veterans Drive",-97.770280,30.274660,-97.770280,30.274660,12,3,3,0,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,12420,1,1,0,0,0,0,1,
"TX7870306",10017,"","","",,"","bcycle_austin_3464",2016-08-17,"1155 Kingsbury St","Austin","TX","78703","Austin-Round Rock TX","Pease Park",-97.752190,30.281180,-97.752190,30.281180,12,3,3,0,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,12420,1,1,0,0,0,0,1,
"TX7870401",8954,"","","",,"","bcycle_austin_2502",2016-07-05,"400 Barton Springs Rd.","Austin","TX","78704","Austin-Round Rock TX","Barton Springs & Riverside",-97.748720,30.258700,-97.748720,30.258700,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870402",8955,"","","",,"","bcycle_austin_2503",2016-07-05,"South Congress & James","Austin","TX","78704","Austin-Round Rock TX","South Congress & James",-97.749260,30.251030,-97.749260,30.251030,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870403",8956,"","","",,"","bcycle_austin_2504",2016-07-05,"101 Elizabeth St. W","Austin","TX","78704","Austin-Round Rock TX","South Congress & Elizabeth",-97.750190,30.248910,-97.750190,30.248910,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870404",8957,"","","",,"","bcycle_austin_2549",2016-07-05,"390 S. 1st St.","Austin","TX","78704","Austin-Round Rock TX","Long Center @ South 1st & Riverside",-97.749710,30.259410,-97.749710,30.259410,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870405",8958,"","","",,"","bcycle_austin_2567",2016-07-05,"900 Barton Springs Rd.","Austin","TX","78704","Austin-Round Rock TX","Palmer Auditorium",-97.753460,30.259710,-97.753460,30.259710,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870406",8959,"","","",,"","bcycle_austin_2570",2016-07-05,"1199 S. Congress Ave.","Austin","TX","78704","Austin-Round Rock TX","South Congress & Academy",-97.748540,30.252260,-97.748540,30.252260,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870407",8960,"","","",,"","bcycle_austin_2575",2016-07-05,"1298 W. Riverside Dr.","Austin","TX","78704","Austin-Round Rock TX","Riverside @ S. Lamar",-97.756650,30.264460,-97.756650,30.264460,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870408",8961,"","","",,"","bcycle_austin_2711",2016-07-05,"1530 Barton Springs Road","Austin","TX","78704","Austin-Round Rock TX","Barton Springs @ Kinney Ave",-97.761180,30.262000,-97.761180,30.262000,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870410",10018,"","","",,"","bcycle_austin_3513",2016-08-17,"305 S. Congress Ave.","Austin","TX","78704","Austin-Round Rock TX","South Congress & Barton Springs at the Austin American-State",-97.745920,30.258390,-97.745920,30.258390,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870502",8963,"","","",,"","bcycle_austin_2548",2016-07-05,"2242 Guadalupe St.","Austin","TX","78705","Austin-Round Rock TX","UT West Mall @ Guadalupe",-97.741810,30.285760,-97.741810,30.285760,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870503",8964,"","","",,"","bcycle_austin_2565",2016-07-05,"606 Trinity Street","Austin","TX","78705","Austin-Round Rock TX","Trinity & 6th Street",-97.739330,30.267350,-97.739330,30.267350,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7870504",11131,"","","",,"","",2016-09-14,"Whitis Ave and W 20th St","Austin","TX","78705","Austin-Round Rock TX","",-97.740910,30.282566,-97.740910,30.282566,2,3,3,1,1,3,3,0,0,3,3,0,0,0,"","","Served by Megabus","us.megabus.com",1,1,12420,1,1,1,0,0,0,0,
"TX7871701",8978,"","","",,"","",2016-05-30,"13625 Lyndhurst Blvd","Austin","TX","78717","Austin-Round Rock TX","Lakeline",-97.786945,30.481058,-97.786945,30.481058,11,3,3,1,0,3,3,0,1,3,3,0,0,0,"","www.capmetro.org/rail-stations/","","www.capmetro.org/rail-stations/",0,1,12420,1,2,1,0,1,0,0,
"TX7871901",6211,"AUS","","",,"","",2016-05-30,"3600 Presidential","Austin","TX","78719","Austin-Round Rock TX","Austin-Bergstrom Intl",-97.669890,30.194530,-97.669890,30.194530,1,3,3,1,0,3,3,0,0,3,3,1,0,0,"","www.ci.austin.tx.us/austinairport/","Served by Capital Metro Bus.","www.capmetro.org; www.greyhound.com; www.amtrak.com",1,1,12420,1,2,1,1,0,0,0,
"TX7872801",8979,"","","",,"","",2016-05-30,"3705 Howard Lane","Austin","TX","78728","Austin-Round Rock TX","Howard",-97.701548,30.440120,-97.701548,30.440120,11,3,3,1,0,3,3,0,1,3,3,0,0,0,"","www.capmetro.org/rail-stations/","","www.capmetro.org/rail-stations/",0,1,12420,1,2,1,0,1,0,0,
"TX7873101",11220,"","","",,"","",2016-09-14,"301-399 W 9th St","Crane","TX","78731","","",-102.351770,31.394176,-102.351770,31.394176,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,,0,1,1,0,0,0,0,
"TX7874601",8965,"","","",,"","bcycle_austin_2572",2016-07-05,"2200 William Barton Dr.","Austin","TX","78746","Austin-Round Rock TX","Barton Springs Pool",-97.771200,30.264520,-97.771200,30.264520,12,3,3,0,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,12420,1,1,0,0,0,0,1,
"TX7874602",8966,"","","",,"","bcycle_austin_2574",2016-07-05,"Barton Springs Rd","Austin","TX","78746","Austin-Round Rock TX","Zilker Park at Barton Springs & William Barton Drive",-97.768220,30.265900,-97.768220,30.265900,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7875101",6212,"","","",,"","",2016-09-16,"916 E Koenig Ln","Austin","TX","78751","Austin-Round Rock TX","Greyhound Bus Station",-97.710500,30.321700,-97.710500,30.321700,2,3,3,1,1,3,3,0,0,3,3,0,0,0,"","","Served by Greyhound Lines; Kerrville Bus.","www.greyhound.com",1,1,12420,1,1,1,0,0,0,0,
"TX7875201",6210,"","","",,"","bcycle_austin_2547",2016-07-05,"2100 Guadalupe St.","Austin","TX","78752","Austin-Round Rock TX","Guadalupe & 21st",-97.741980,30.283950,-97.741980,30.283950,12,3,3,1,0,3,3,0,0,3,3,0,1,53,"Austin B-cycle","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,12420,1,2,1,0,0,0,1,
"TX7875202",11213,"","","",,"","",2016-09-14,"217  E 3rd St","Mccamey","TX","78752","","La Bonita Inn and Suites",-102.222921,31.136994,-102.222921,31.136994,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,,0,1,1,0,0,0,0,
"TX7875801",8980,"","","",,"","",2016-05-30,"2427 = Kramer Lane","Austin","TX","78758","Austin-Round Rock TX","Kramer",-97.716360,30.392772,-97.716360,30.392772,11,3,3,1,0,3,3,0,1,3,3,0,0,0,"","www.capmetro.org/rail-stations/","","www.capmetro.org/rail-stations/",0,1,12420,1,2,1,0,1,0,0,
"TX7880101",10410,"","","",,"","",2016-09-14,"2815 Hwy 90 W","Uvalde","TX","78801","Uvalde TX","",-99.895946,29.205105,-99.895946,29.205105,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,46620,2,1,1,0,0,0,0,
"TX7884001",6214,"DRT","","",,"","",2016-04-16,"1104 W 10th St","Del Rio","TX","78840","Del Rio TX","Del Rio Intl",-100.925850,29.372830,-100.925850,29.372830,1,3,3,3,0,3,3,0,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.cityofdelrio.com/index.asp?NID=74",1,0,19620,2,1,0,1,0,0,0,
"TX7884002",6215,"","","DRT",,"","",2016-04-16,"1 N Main St","Del Rio","TX","78840","Del Rio TX","Del Rio Multimodal Transportation Center",-100.901470,29.363080,-100.901470,29.363080,10,3,3,3,0,3,3,1,3,3,3,0,3,0,"","","Served by Amtrak","www.texaseagle.com",1,0,19620,2,1,0,0,1,0,0,
"TX7884003",11000,"","","",,"","",2016-09-14,"1602 Veterans Blvd","Del Rio","TX","78840","Del Rio TX","",-100.904457,29.378981,-100.904457,29.378981,2,3,3,3,1,3,3,0,3,3,3,0,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,19620,2,1,1,0,0,0,0,
"TX7885201",10980,"","","",,"","",2016-09-14,"2093 N Veterans Blvd","Eagle Pass","TX","78852","Eagle Pass TX","",-100.476550,28.719536,-100.476550,28.719536,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,20580,2,1,1,0,0,0,0,
"TX7896201",11330,"","","",,"","",2016-09-14,"901 S Eagle St","Schulenburg Weimar","TX","78962","","",-96.776120,29.690670,-96.776120,29.690670,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,,0,1,1,0,0,0,0,
"TX7902901",6223,"","","",,"","",2016-09-16,"324 Bliss","Dumas","TX","79029","Dumas TX","W R Enterprises",-101.973000,35.863000,-101.973000,35.863000,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines.","www.greyhound.com",1,0,20300,2,1,1,0,0,0,0,
"TX7903501",11217,"","","",,"","",2016-09-14,"703 W 11th","Friona","TX","79035","","Hernandez Restaurant",-102.728025,34.641587,-102.728025,34.641587,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,,0,1,1,0,0,0,0,
"TX7904501",6225,"","","",,"","",2016-09-16,"1605 E 1st St","Hereford","TX","79045","Hereford TX","Hereford Bus Station",-102.382800,34.822400,-102.382800,34.822400,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines.","www.greyhound.com",1,0,25820,2,1,1,0,0,0,0,
"TX7907201",6226,"","","",,"","",2016-09-16,"3716 Olton Rd","Plainview","TX","79072","Plainview TX","Fast Stop 28",-101.749000,34.187300,-101.749000,34.187300,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines.","www.greyhound.com",1,0,38380,2,1,1,0,0,0,0,
"TX7910101",6227,"","","",,"","",2016-09-16,"700 S Tyler St","Amarillo","TX","79101","Amarillo TX","Greyhound Bus Station",-101.839000,35.206800,-101.839000,35.206800,2,3,3,1,1,3,3,3,3,3,3,0,3,0,"","","Served by Greyhound Lines. Amarillo City Transit buses operate within one block of bus station.","www.greyhound.com; www.amarillo.gov.",1,1,11100,1,1,1,0,0,0,0,
"TX7911101",6228,"AMA","","",,"","",2016-04-16,"10801 Airport Blvd","Amarillo","TX","79111","Amarillo TX","Rick Husband Amarillo Intl",-101.705930,35.219370,-101.705930,35.219370,1,3,3,0,0,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation","www.greyhound.com; www.ci.amarillo.tx.us/departments/transit.htm",1,0,11100,1,1,0,1,0,0,0,
"TX7920101",11221,"","","",,"","",2016-09-14,"306 19th St N W","Childress","TX","79201","","Shipping and Storage",-100.224821,34.434042,-100.224821,34.434042,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,,0,1,1,0,0,0,0,
"TX7931601",11222,"","","",,"","",2016-09-14,"1106 Lubbock Rd","Brownfield","TX","79316","","",-102.274086,33.188675,-102.274086,33.188675,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,,0,1,1,0,0,0,0,
"TX7933101",6231,"","","",,"","",2016-09-16,"223 N Dallas St","Lamesa","TX","79331","Lamesa TX","Lamesa Bus Station",-101.951000,32.733600,-101.951000,32.733600,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines.","www.greyhound.com",1,0,29500,2,1,1,0,0,0,0,
"TX7933601",10815,"","","",,"","",2016-09-14,"1194-1798 Grubstake Rd","Levelland","TX","79336","Levelland TX","",-102.384460,33.550404,-102.384460,33.550404,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,30220,2,1,1,0,0,0,0,
"TX7936001",6233,"","","",,"","",2016-09-16,"604 SE 2nd St","Seminole","TX","79360","","Anderson Welding",-102.644000,32.711300,-102.644000,32.711300,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines.","www.greyhound.com",1,0,,0,1,1,0,0,0,0,
"TX7940301",6234,"LBB","","",,"","",2016-04-16,"5401 N Martin Luther King Blvd","Lubbock","TX","79403","Lubbock TX","Lubbock Preston Smith Intl",-101.822780,33.663640,-101.822780,33.663640,1,3,3,0,0,3,3,3,3,3,3,1,3,0,"","www.flylia.com","Airline service only.","www.citibus.com",1,0,31180,1,1,0,1,0,0,0,
"TX7940801",6235,"","","",,"","",2016-09-16,"801 Broadway St","Lubbock","TX","79408","Lubbock TX","Citibus Downtown Transit Plaza",-101.843000,33.584500,-101.843000,33.584500,2,3,3,1,1,3,3,3,3,3,3,0,3,0,"","","Served by Greyhound Lines and Citibus transit.","www.greyhound.com; www.citibus.com",1,1,31180,1,1,1,0,0,0,0,
"TX7954901",6236,"","","",,"","",2016-09-16,"Hwy 84 & Hwy 180","Snyder","TX","79549","Snyder TX","Rip Griffin Travel Center",-100.866000,32.705600,-100.866000,32.705600,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines.","www.greyhound.com",1,0,43660,2,1,1,0,0,0,0,
"TX7955601",6237,"","","",,"","",2016-09-16,"201 Lamar St","Sweetwater","TX","79556","Sweetwater TX","Hilltop Sales",-100.405000,32.468500,-100.405000,32.468500,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines and Arrow Trailways. Amtrak is two blocks away.","www.greyhound.com",1,0,45020,2,1,1,0,0,0,0,
"TX7960101",11192,"","","",,"","",2016-09-14,"1657 State Hwy 351","Abilene","TX","79601","Abilene TX","",-99.697660,32.478140,-99.697660,32.478140,2,3,3,1,1,3,3,3,3,3,3,0,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,1,10180,1,1,1,0,0,0,0,
"TX7960201",6239,"ABI","","",,"","",2016-04-16,"2933 Airport Blvd","Abilene","TX","79602","Abilene TX","Abilene Regional",-99.681900,32.411320,-99.681900,32.411320,1,3,3,0,0,3,3,3,3,3,3,1,3,0,"","www.abilenetx.com/Airport/index.htm","Airline service only.","www.abilenetx.com/CityLink/index.htm",1,0,10180,1,1,0,1,0,0,0,
"TX7970601",6240,"MAF","","",,"","",2016-04-16,"9506 Laforce Blvd","Midland","TX","79706","Midland TX","Midland International",-102.201910,31.942530,-102.201910,31.942530,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","www.flymaf.com","","www.ez-rider.org/; www.sanangelo.org/uptown/cp_pages/CP_Transportation.pdf",1,0,33260,1,1,0,1,0,0,0,
"TX7972001",6241,"","","",,"","",2016-09-16,"311 E 3rd St","Big Spring","TX","79720","Big Spring TX","Greyhound Bus Station",-101.475000,32.253600,-101.475000,32.253600,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines.","www.greyhound.com",1,0,13700,2,1,1,0,0,0,0,
"TX7975202",8982,"","","",,"","",2016-05-30,"6420 = Airport Blvd","Austin","TX","78752","Austin-Round Rock TX","Highland",-97.716187,30.328571,-97.716187,30.328571,11,3,3,1,0,3,3,0,1,3,3,0,0,0,"","www.capmetro.org/rail-stations/","","www.capmetro.org/rail-stations/",0,1,12420,1,2,1,0,1,0,0,
"TX7975203",8981,"","","",,"","",2016-05-30,"6920 N. Lamar Blvd","Austin","TX","78752","Austin-Round Rock TX","Crestview",-97.719258,30.338005,-97.719258,30.338005,11,3,3,1,0,3,3,0,1,3,3,0,0,0,"","www.capmetro.org/rail-stations/","","www.capmetro.org/rail-stations/",0,1,12420,1,2,1,0,1,0,0,
"TX7977201",6245,"","","",,"","",2016-09-16,"915 W 3rd St","Pecos","TX","79772","Pecos TX","Quick Stop Convenience Store",-103.504000,31.423000,-103.504000,31.423000,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines.","www.greyhound.com",1,0,37780,2,1,1,0,0,0,0,
"TX7983001",6246,"","","ALP",,"","",2016-04-16,"102 W Holland St","Alpine","TX","79830","","Amtrak Station",-103.661040,30.357160,-103.661040,30.357160,10,3,3,3,0,3,3,1,3,3,3,3,3,0,"","www.texaseagle.com/stations/ALP.htm","Served by Amtrak only.","Amtrak station file.",1,0,,0,1,0,0,1,0,0,
"TX7983002",6247,"","","",,"","",2016-09-16,"2305 E Hwy 90","Alpine","TX","79830","Lake Charles LA","KCS Quick Stop",-93.111000,30.232600,-93.111000,30.232600,2,3,3,3,1,3,3,0,3,3,3,3,3,0,"","","Served by Greyhound Lines.","www.greyhound.com",1,0,29340,1,1,1,0,0,0,0,
"TX7984301",11214,"","","",,"","",2016-09-14,"1412 Berlin St","Marfa","TX","79843","","Big Bend Community Action",-104.037214,30.306150,-104.037214,30.306150,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,,0,1,1,0,0,0,0,
"TX7984501",11212,"","","",,"","",2016-09-14,"102 W Center St","Presidio","TX","79845","","",-104.369634,29.573210,-104.369634,29.573210,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines","www.greyhound.com",1,0,,0,1,1,0,0,0,0,
"TX7984701",6250,"","","",,"","",2016-09-16,"10570 US 62 Hwy 62-180","Salt Flat","TX","79847","El Paso TX","Salt Flat Cafi",-105.077600,31.744900,-105.077600,31.744900,2,3,3,0,1,3,3,0,3,3,3,0,0,0,"","","Served by Greyhound Lines.","www.greyhound.com",1,0,21340,1,1,1,0,0,0,0,
"TX7984801",6251,"","","SND",,"","",2016-04-16,"201 Downey St","Sanderson","TX","79848","","Amtrak Station",-102.399060,30.140100,-102.399060,30.140100,10,3,3,3,3,3,3,1,3,3,3,3,3,0,"","","Served by Amtrak only.","Amtrak station file.",1,0,,0,1,0,0,1,0,0,
"TX7985501",6252,"","","",,"","",2016-09-16,"501 Van Horn Dr","Van Horn","TX","79855","","Pilot Travel Center",-104.831000,31.037200,-104.831000,31.037200,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound Lines.","www.greyhound.com",1,0,,0,1,1,0,0,0,0,
"TX7990101",6253,"","","ELP",,"","",2016-04-16,"700 San Francisco Ave","El Paso","TX","79901","El Paso TX","Amtrak Station",-106.494890,31.757730,-106.494890,31.757730,10,3,3,1,0,3,3,1,3,3,3,0,2,0,"","","Served by Amtrak; Sun Metro. Amtrak Thruway serves the Greyhound station.","Amtrak system timetable 10/30/06; www.elpasotexas.gov/sunmetro/",1,1,21340,1,2,1,0,1,0,0,
"TX7990103",6255,"","","",,"","",2016-09-16,"1007 S Santa St","El Paso","TX","79901","El Paso TX","Autobuses Americanos Station",-106.488000,31.749400,-106.488000,31.749400,2,3,3,1,1,3,3,0,3,3,3,0,0,0,"","","Served by Autobuses Americanos and Sun Metro transit.","www.autobusesamericanos.us; www.elpasotexas.gov/sunmetro/",1,1,21340,1,1,1,0,0,0,0,
"TX7990104",6256,"","","",,"","",2016-09-16,"200 W San Antonio St","El Paso","TX","79901","El Paso TX","Greyhound Station",-106.490000,31.757300,-106.490000,31.757300,2,3,3,1,1,3,3,0,3,3,3,0,0,0,"","","Served by Greyhound Lines and Sun Metro buses.","www.greyhound.com; www.elpasotexas.gov/sunmetro/",1,1,21340,1,1,1,0,0,0,0,
"TX7990105",9276,"","","",,"","bcycle_elpaso_3295",2016-07-05,"300 N Campbell St","El Paso","TX","79901","El Paso TX","City Hall",-106.485070,31.761480,-106.485070,31.761480,12,3,3,1,0,3,3,0,3,3,3,0,1,8,"El Paso B-cycle","elpaso.bcycle.com/","","elpaso.bcycle.com/",0,1,21340,1,2,1,0,0,0,1,
"TX7990106",9277,"","","",,"","bcycle_elpaso_3297",2016-07-05,"630 S Santa Fe Street","El Paso","TX","79901","El Paso TX","Downtown Transfer Center",-106.488300,31.753430,-106.488300,31.753430,12,3,3,1,0,3,3,0,3,3,3,0,1,8,"El Paso B-cycle","elpaso.bcycle.com/","","elpaso.bcycle.com/",0,1,21340,1,2,1,0,0,0,1,
"TX7990107",9278,"","","",,"","bcycle_elpaso_3298",2016-07-05,"510 N Santa Fe Street","El Paso","TX","79901","El Paso TX","Cleveland Square",-106.491600,31.759580,-106.491600,31.759580,12,3,3,1,0,3,3,0,3,3,3,0,1,8,"El Paso B-cycle","elpaso.bcycle.com/","","elpaso.bcycle.com/",0,1,21340,1,2,1,0,0,0,1,
"TX7990108",9279,"","","",,"","bcycle_elpaso_3301",2016-07-05,"125 Pioneer Plaza","El Paso","TX","79901","El Paso TX","Pioneer Plaza",-106.488910,31.758460,-106.488910,31.758460,12,3,3,2,0,3,3,0,3,3,3,0,1,8,"El Paso B-cycle","elpaso.bcycle.com/","","elpaso.bcycle.com/",0,0,21340,1,1,0,0,0,0,1,
"TX7990109",9280,"","","",,"","bcycle_elpaso_3302",2016-07-05,"116 Anthony Street","El Paso","TX","79901","El Paso TX","Anthony Street",-106.494180,31.756880,-106.494180,31.756880,12,3,3,1,0,3,3,2,3,3,3,0,1,8,"El Paso B-cycle","elpaso.bcycle.com/","","elpaso.bcycle.com/",0,1,21340,1,2,1,0,0,0,1,
